,campaign_id,date,cpc,cpm,ctr,reach,spend,clicks,impressions,conversion,daily_budget,campaign_name
864,1.20E+17,07-01-2026,1.10323,91.650004,58.131733,1649,19.68,116,2043,0,500,Remarketing_DPA_Campaign_03
865,1.20E+17,08-01-2026,1.382396,125.598176,52.89666,1555,18.03,110,1959,0,500,Remarketing_DPA_Campaign_03
866,1.20E+17,09-01-2026,1.669876,142.90772,34.176212,1405,19.6,85,1789,0,500,Remarketing_DPA_Campaign_03
867,1.20E+17,10-01-2026,1.25299,100.670542,58.19468,1808,19.97,123,2268,0,500,Remarketing_DPA_Campaign_03
868,1.20E+17,11-01-2026,1.192328,70.912498,52.44523,2048,21.28,135,3001,0,500,Remarketing_DPA_Campaign_03
869,1.20E+17,12-01-2026,1.152151,121.430012,122.091846,1745,20.44,166,2469,98.57,500,Remarketing_DPA_Campaign_03
870,1.20E+17,13-01-2026,1.508266,203.443637,52.506967,1132,20.31,77,1338,161.29,500,Remarketing_DPA_Campaign_03
871,1.20E+17,14-01-2026,1.338207,103.364806,51.73287,1716,19.78,133,2097,0,500,Remarketing_DPA_Campaign_03
872,1.20E+17,15-01-2026,1.182828,135.090972,38.386012,1603,19.620001,114,2079,51.16,500,Remarketing_DPA_Campaign_03
873,1.20E+17,16-01-2026,1.398985,139.615443,34.444005,1467,19.36,107,1940,51.25,500,Remarketing_DPA_Campaign_03
874,1.20E+17,17-01-2026,1.237543,109.996805,64.726824,1502,19.209999,108,1968,0,500,Remarketing_DPA_Campaign_03
875,1.20E+17,18-01-2026,1.120389,101.518449,199.346361,1599,21.110001,162,2115,0,500,Remarketing_DPA_Campaign_03
876,1.20E+17,19-01-2026,1.086538,88.448454,46.65049,1535,20.56,132,2131,0,500,Remarketing_DPA_Campaign_03
877,1.20E+17,20-01-2026,0.63517,103.16899,43.074748,1447,19.72,136,1929,0,500,Remarketing_DPA_Campaign_03
878,1.20E+17,21-01-2026,0.685886,113.943082,48.55359,512,6.77,40,617,0,500,Remarketing_DPA_Campaign_03
879,1.20E+17,22-01-2026,0.535333,87.315549,69.234927,401,4.75,40,494,0,500,Remarketing_DPA_Campaign_03
880,1.20E+17,23-01-2026,1.105814,156.290978,52.855319,221,2.64,18,264,0,500,Remarketing_DPA_Campaign_03
881,1.20E+17,24-01-2026,0,0,0,0,0,0,0,0,500,Remarketing_DPA_Campaign_03
882,1.20E+17,25-01-2026,0,0,0,0,0,0,0,0,500,Remarketing_DPA_Campaign_03
883,1.20E+17,25-11-2024,12.329687,186.070133,17.698159,0,89.52,95,3130,275.23,500,Remarketing_Brand_Campaign_03
884,1.20E+17,26-11-2024,22.250682,438.965474,35.181632,0,103.51,93,5465,1298.04,500,Remarketing_Brand_Campaign_03
885,1.20E+17,27-11-2024,16.517236,541.600407,26.309296,0,104.719999,126,5367,2926.94,500,Remarketing_Brand_Campaign_03
886,1.20E+17,28-11-2024,13.812373,768.167931,25.011014,0,90.3,103,5250,1273.44,500,Remarketing_Brand_Campaign_03
887,1.20E+17,29-11-2024,15.178886,604.920284,11.105848,0,91.35,80,4454,1413.69,500,Remarketing_Brand_Campaign_03
888,1.20E+17,30-11-2024,7.995236,307.195618,120.729813,0,47.200001,76,3088,1343.86,500,Remarketing_Brand_Campaign_03
889,1.20E+17,01-12-2024,8.57375,377.102847,61.86357,0,117.79,176,7406,1303.06,500,Remarketing_Brand_Campaign_03
890,1.20E+17,02-12-2024,19.190695,518.338941,68.368951,0,112.48,138,6067,2154.71,500,Remarketing_Brand_Campaign_03
891,1.20E+17,03-12-2024,8.971765,358.490223,54.058059,0,94.360001,171,6694,1012.55,500,Remarketing_Brand_Campaign_03
892,1.20E+17,04-12-2024,7.265338,271.745257,47.613874,0,98.579999,299,8934,1051.56,500,Remarketing_Brand_Campaign_03
893,1.20E+17,05-12-2024,11.899808,239.226532,50.268068,0,89.43,253,7962,2419.89,500,Remarketing_Brand_Campaign_03
894,1.20E+17,06-12-2024,3.989179,258.234818,60.212615,0,88.56,203,6917,3577.29,500,Remarketing_Brand_Campaign_03
895,1.20E+17,07-12-2024,8.15987,254.554486,36.72835,0,91.69,251,7209,3571.21,500,Remarketing_Brand_Campaign_03
896,1.20E+17,08-12-2024,3.763328,235.595909,47.387304,0,115.94,315,9185,3168.67,500,Remarketing_Brand_Campaign_03
897,1.20E+17,09-12-2024,8.214261,321.800314,34.935321,0,106.929999,277,9368,2040.42,500,Remarketing_Brand_Campaign_03
898,1.20E+17,10-12-2024,4.811931,296.171538,25.386416,0,171.79,462,14119,3714.29,500,Remarketing_Brand_Campaign_03
899,1.20E+17,11-12-2024,6.178823,351.606952,128.955914,0,185.699999,470,15832,1251.46,500,Remarketing_Brand_Campaign_03
900,1.20E+17,12-12-2024,6.213041,285.382523,30.549399,0,193.81,422,15108,679.19,500,Remarketing_Brand_Campaign_03
901,1.20E+17,13-12-2024,10.546619,292.222118,33.52775,0,198.550001,467,15579,2056.98,500,Remarketing_Brand_Campaign_03
902,1.20E+17,14-12-2024,8.984001,435.386412,144.98344,0,187.55,448,15362,5357.2,500,Remarketing_Brand_Campaign_03
903,1.20E+17,15-12-2024,12.244209,378.719135,46.859676,0,221.74,491,16875,3132.15,500,Remarketing_Brand_Campaign_03
904,1.20E+17,16-12-2024,5.51827,320.558163,55.088685,0,75.25,218,6814,3031.34,500,Remarketing_Brand_Campaign_03
905,1.20E+17,17-12-2024,4.500972,254.679263,37.360527,0,54.46,155,5498,1330.34,500,Remarketing_Brand_Campaign_03
906,1.20E+17,18-12-2024,6.283205,337.986045,22.183301,0,46.09,126,4801,637.7,500,Remarketing_Brand_Campaign_03
907,1.20E+17,19-12-2024,1.80135,246.617778,59.816754,0,46.46,194,5327,1333.1,500,Remarketing_Brand_Campaign_03
908,1.20E+17,20-12-2024,2.718173,184.533615,24.347665,0,49.46,231,5348,3053.02,500,Remarketing_Brand_Campaign_03
909,1.20E+17,21-12-2024,0.762695,176.490698,37.419899,0,34.110001,211,4166,2322.72,500,Remarketing_Brand_Campaign_03
910,1.20E+17,22-12-2024,1.369102,166.800688,56.920802,0,57.12,352,7243,1786.82,500,Remarketing_Brand_Campaign_03
911,1.20E+17,23-12-2024,0.889556,184.136203,66.775537,0,52.030001,327,7623,1721.87,500,Remarketing_Brand_Campaign_03
912,1.20E+17,24-12-2024,1.38253,125.39322,44.029864,0,48.12,301,7938,1057.7,500,Remarketing_Brand_Campaign_03
913,1.20E+17,25-12-2024,1.12826,106.675368,44.474223,0,54.379999,377,10225,926.29,500,Remarketing_Brand_Campaign_03
914,1.20E+17,26-12-2024,1.061815,123.229042,30.724332,0,46.72,336,7618,1609.8,500,Remarketing_Brand_Campaign_03
915,1.20E+17,27-12-2024,0.947996,164.121012,89.17946,0,44.37,313,7239,1724.51,500,Remarketing_Brand_Campaign_03
916,1.20E+17,28-12-2024,0.640416,98.030848,157.655654,0,47.21,346,7827,598.99,500,Remarketing_Brand_Campaign_03
917,1.20E+17,29-12-2024,1.641682,154.444662,172.383614,0,54.14,410,8930,694.52,500,Remarketing_Brand_Campaign_03
918,1.20E+17,30-12-2024,1.137436,172.65306,51.15557,0,53.59,364,8804,517.75,500,Remarketing_Brand_Campaign_03
919,1.20E+17,31-12-2024,0.820613,113.796339,29.881722,0,51.45,349,9443,771.87,500,Remarketing_Brand_Campaign_03
920,1.20E+17,01-01-2025,0.927452,87.136214,35.837903,0,48.84,378,12112,445.71,500,Remarketing_Brand_Campaign_03
921,1.20E+17,02-01-2025,0.94241,104.589203,49.413288,0,47.34,280,10214,104.34,500,Remarketing_Brand_Campaign_03
922,1.20E+17,03-01-2025,1.513308,105.045367,65.530358,0,47.85,260,9373,376.42,500,Remarketing_Brand_Campaign_03
923,1.20E+17,04-01-2025,1.810814,96.669183,30.450285,0,46.69,200,8488,155.99,500,Remarketing_Brand_Campaign_03
924,1.20E+17,05-01-2025,2.44729,99.134264,28.490256,0,54.24,240,9791,488.65,500,Remarketing_Brand_Campaign_03
925,1.20E+17,06-01-2025,2.830693,104.164262,29.827773,0,54.35,293,10583,256.41,500,Remarketing_Brand_Campaign_03
926,1.20E+17,07-01-2025,2.533983,132.450767,101.156722,0,104.45,918,15205,5724.96,500,Remarketing_Brand_Campaign_03
927,1.20E+17,08-01-2025,2.843499,135.803407,30.866766,0,104.53,661,14558,4705.08,500,Remarketing_Brand_Campaign_03
928,1.20E+17,09-01-2025,0.450652,90.557992,38.1701,0,65.81,508,11629,2457.37,500,Remarketing_Brand_Campaign_03
929,1.20E+17,10-01-2025,0.327673,39.422383,51.535723,0,35.74,350,7099,619.65,500,Remarketing_Brand_Campaign_03
930,1.20E+17,11-01-2025,0.450643,72.369408,53.732308,0,51.18,475,10465,585.76,500,Remarketing_Brand_Campaign_03
931,1.20E+17,12-01-2025,1.447848,122.272663,54.434551,0,71.71,535,14421,312.8,500,Remarketing_Brand_Campaign_03
932,1.20E+17,13-01-2025,0.95497,117.173783,41.860291,0,72.11,423,13329,423.05,500,Remarketing_Brand_Campaign_03
933,1.20E+17,14-01-2025,3.035693,115.545414,74.774776,0,77.67,388,13395,194.34,500,Remarketing_Brand_Campaign_03
934,1.20E+17,15-01-2025,1.457155,124.805585,28.233668,0,52.34,236,8650,282.93,500,Remarketing_Brand_Campaign_03
935,1.20E+17,16-01-2025,2.310213,133.690209,26.448732,0,48.56,224,7864,151.79,500,Remarketing_Brand_Campaign_03
936,1.20E+17,17-01-2025,1.489477,101.546552,121.862852,0,47.09,222,7425,32.08,500,Remarketing_Brand_Campaign_03
937,1.20E+17,18-01-2025,2.569375,126.570416,65.3542,0,46.21,195,7747,0,500,Remarketing_Brand_Campaign_03
938,1.20E+17,19-01-2025,4.449864,97.147311,47.157311,0,51.66,225,9907,158.33,500,Remarketing_Brand_Campaign_03
939,1.20E+17,20-01-2025,4.086818,94.856267,50.431529,0,51.19,206,10115,0,500,Remarketing_Brand_Campaign_03
940,1.20E+17,21-01-2025,6.083434,152.018044,36.603747,0,51.2,238,9283,75.41,500,Remarketing_Brand_Campaign_03
941,1.20E+17,22-01-2025,8.050327,167.986597,58.817924,0,51.479999,225,8268,97.98,500,Remarketing_Brand_Campaign_03
942,1.20E+17,23-01-2025,2.319186,150.229582,42.826888,0,59.1,347,7801,1234.58,500,Remarketing_Brand_Campaign_03
943,1.20E+17,24-01-2025,0.99062,157.478274,45.539915,0,29.83,218,3837,1136.35,500,Remarketing_Brand_Campaign_03
944,1.20E+17,25-01-2025,0.18,9.942308,60.865385,0,0.78,10,187,0,500,Remarketing_Brand_Campaign_03
945,1.20E+17,26-01-2025,0.131875,13.162413,144.848339,0,1.12,26,262,69.96,500,Remarketing_Brand_Campaign_03
946,1.20E+17,27-01-2025,0.243,9.387178,12.643477,0,0.99,12,288,0,500,Remarketing_Brand_Campaign_03
947,1.20E+17,28-01-2025,0.051111,9.595238,7.826087,0,1.05,18,271,0,500,Remarketing_Brand_Campaign_03
948,1.20E+17,29-01-2025,0.070909,15.732057,5.263158,0,0.8,11,218,100,500,Remarketing_Brand_Campaign_03
949,1.20E+17,30-01-2025,0.1525,10.484594,15.35014,0,0.98,12,249,262.99,500,Remarketing_Brand_Campaign_03
950,1.20E+17,31-01-2025,0.084904,16.785362,21.390647,0,0.94,21,241,0,500,Remarketing_Brand_Campaign_03
951,1.20E+17,01-02-2025,0.270492,16.96036,15.758185,0,10.78,104,2074,0,500,Remarketing_Brand_Campaign_03
952,1.20E+17,02-02-2025,0.349303,91.730344,22.142309,0,20.91,160,4072,150.93,500,Remarketing_Brand_Campaign_03
953,1.20E+17,03-02-2025,0.407707,132.799965,64.711748,0,20.37,136,3941,290.26,500,Remarketing_Brand_Campaign_03
954,1.20E+17,04-02-2025,0.388085,132.719527,74.477068,0,21.49,137,4036,293.26,500,Remarketing_Brand_Campaign_03
955,1.20E+17,05-02-2025,0.607884,87.974784,13.387636,0,20.29,91,2296,1233.04,500,Remarketing_Brand_Campaign_03
956,1.20E+17,06-02-2025,0.354614,55.26152,64.654432,0,29.5,242,5237,779.4,500,Remarketing_Brand_Campaign_03
957,1.20E+17,07-02-2025,0.6088,65.339297,47.524061,0,31.49,198,4923,435.27,500,Remarketing_Brand_Campaign_03
958,1.20E+17,08-02-2025,0.534306,65.968853,51.694608,0,28.1,179,4519,1028.91,500,Remarketing_Brand_Campaign_03
959,1.20E+17,09-02-2025,0.757113,47.821062,128.387263,0,30.57,185,5529,1264.65,500,Remarketing_Brand_Campaign_03
960,1.20E+17,10-02-2025,0.452513,152.098811,9.812379,0,31.95,216,5435,852.54,500,Remarketing_Brand_Campaign_03
961,1.20E+17,11-02-2025,0.4918,75.286289,26.039282,0,33.73,297,6066,1837.19,500,Remarketing_Brand_Campaign_03
962,1.20E+17,12-02-2025,0.374538,67.48091,120.843937,0,28.24,264,4915,2124.79,500,Remarketing_Brand_Campaign_03
963,1.20E+17,13-02-2025,0.253657,28.212844,120.780865,0,27.37,243,4950,3538.36,500,Remarketing_Brand_Campaign_03
964,1.20E+17,14-02-2025,0.299142,68.505693,13.350836,0,29.25,251,5997,2267.85,500,Remarketing_Brand_Campaign_03
965,1.20E+17,15-02-2025,0.397522,41.267176,40.299075,0,28.47,299,6004,790.21,500,Remarketing_Brand_Campaign_03
966,1.20E+17,16-02-2025,0.273229,30.971494,14.637501,0,28.8,260,5626,332.25,500,Remarketing_Brand_Campaign_03
967,1.20E+17,17-02-2025,0.551528,34.953732,73.942863,0,8.63,56,1533,533.39,500,Remarketing_Brand_Campaign_03
968,1.20E+17,18-02-2025,0.587414,101.331687,17.255693,0,35.79,225,5867,399.3,500,Remarketing_Brand_Campaign_03
969,1.20E+17,19-02-2025,3.693377,112.683963,41.6754,0,33.01,161,5314,869.06,500,Remarketing_Brand_Campaign_03
970,1.20E+17,20-02-2025,4.349515,97.670023,44.241117,0,33.17,145,5655,310.64,500,Remarketing_Brand_Campaign_03
971,1.20E+17,21-02-2025,3.481925,107.642816,29.02665,0,34.54,140,5490,422.04,500,Remarketing_Brand_Campaign_03
972,1.20E+17,22-02-2025,4.607295,119.375476,35.131819,0,35.57,128,5222,717.48,500,Remarketing_Brand_Campaign_03
973,1.20E+17,23-02-2025,4.024796,136.074082,29.279945,0,32.94,78,4792,431.98,500,Remarketing_Brand_Campaign_03
974,1.20E+17,24-02-2025,13.021906,131.95324,19.441108,0,31.13,56,3651,136.12,500,Remarketing_Brand_Campaign_03
975,1.20E+17,25-02-2025,6.892848,142.687922,24.265773,0,29.88,73,3910,111.39,500,Remarketing_Brand_Campaign_03
976,1.20E+17,26-02-2025,6.405201,158.590546,32.187022,0,28.850001,84,4094,88.83,500,Remarketing_Brand_Campaign_03
977,1.20E+17,27-02-2025,7.033202,119.004016,47.220966,0,28.51,74,4260,147.99,500,Remarketing_Brand_Campaign_03
978,1.20E+17,28-02-2025,9.443781,173.876025,28.164368,0,96.529999,184,10325,1090.62,500,Remarketing_Brand_Campaign_03
979,1.20E+17,01-03-2025,8.236627,103.836413,30.493503,0,22.03,51,3578,202.33,500,Remarketing_Brand_Campaign_03
980,1.20E+17,02-03-2025,5.765565,121.140376,37.154543,0,22.57,92,3645,40.99,500,Remarketing_Brand_Campaign_03
981,1.20E+17,03-03-2025,4.87093,116.466065,33.969962,0,20.91,52,3265,334.56,500,Remarketing_Brand_Campaign_03
982,1.20E+17,04-03-2025,6.611388,94.781613,32.312265,0,19.21,44,3200,140.39,500,Remarketing_Brand_Campaign_03
983,1.20E+17,05-03-2025,6.734,120.409,29.208034,0,19.17,46,3167,579.96,500,Remarketing_Brand_Campaign_03
984,1.20E+17,06-03-2025,3.608791,131.03582,33.217671,0,19.28,49,2562,345.52,500,Remarketing_Brand_Campaign_03
985,1.20E+17,07-03-2025,3.358864,123.657583,23.949228,0,18.74,51,2714,539.86,500,Remarketing_Brand_Campaign_03
986,1.20E+17,08-03-2025,4.765476,107.744269,28.437704,0,20.06,75,3169,154.44,500,Remarketing_Brand_Campaign_03
987,1.20E+17,09-03-2025,4.16966,118.832971,17.856385,0,20.42,92,3165,196,500,Remarketing_Brand_Campaign_03
988,1.20E+17,10-03-2025,4.133712,158.638465,29.812373,0,20.67,69,2792,326.47,500,Remarketing_Brand_Campaign_03
989,1.20E+17,11-03-2025,4.530394,133.413511,56.198224,0,20.11,70,2645,103.31,500,Remarketing_Brand_Campaign_03
990,1.20E+17,12-03-2025,6.051079,128.526082,39.406805,0,27.76,68,3456,120.84,500,Remarketing_Brand_Campaign_03
991,1.20E+17,13-03-2025,7.574979,136.777014,35.446746,0,30.18,64,3508,1906.28,500,Remarketing_Brand_Campaign_03
992,1.20E+17,14-03-2025,4.490041,155.028469,35.025499,0,30.53,56,3457,1144.68,500,Remarketing_Brand_Campaign_03
993,1.20E+17,15-03-2025,7.928736,142.053304,27.687823,0,27.72,52,3306,530.29,500,Remarketing_Brand_Campaign_03
994,1.20E+17,16-03-2025,2.608708,115.618627,70.780606,0,32.73,97,4360,306.5,500,Remarketing_Brand_Campaign_03
995,1.20E+17,17-03-2025,1.7647,147.996721,34.864506,0,52.13,169,4481,213.09,500,Remarketing_Brand_Campaign_03
996,1.20E+17,18-03-2025,0.28089,53.41681,110.460188,0,19.16,188,3093,978.89,500,Remarketing_Brand_Campaign_03
997,1.20E+17,19-03-2025,0.284832,79.455317,63.618661,0,25.93,209,4380,318.18,500,Remarketing_Brand_Campaign_03
998,1.20E+17,20-03-2025,0.352644,104.232239,90.162559,0,20.700001,132,3346,531.13,500,Remarketing_Brand_Campaign_03
999,1.20E+17,21-03-2025,0.211366,76.505661,110.361898,0,16.72,155,3038,636.47,500,Remarketing_Brand_Campaign_03
1000,1.20E+17,22-03-2025,0.212084,15.719923,111.631224,0,18.66,177,3154,366.9,500,Remarketing_Brand_Campaign_03
1001,1.20E+17,23-03-2025,0.405762,24.059158,109.920647,0,20.33,159,3771,0,500,Remarketing_Brand_Campaign_03
1002,1.20E+17,24-03-2025,0.42687,95.964749,155.658186,0,8.74,46,1599,68.47,500,Remarketing_Brand_Campaign_03
1003,1.20E+17,25-03-2025,0.40913,13.258761,5.525806,0,9.47,46,1780,38.99,500,Remarketing_Brand_Campaign_03
1004,1.20E+17,26-03-2025,0.468851,95.065367,71.821992,0,10.14,70,1757,0,500,Remarketing_Brand_Campaign_03
1005,1.20E+17,27-03-2025,0.351943,61.620523,119.681354,0,5.31,42,945,79.91,500,Remarketing_Brand_Campaign_03
1006,1.20E+17,28-03-2025,0.770553,117.633551,96.876802,0,60.54,370,8936,1219.29,500,Remarketing_Brand_Campaign_03
1007,1.20E+17,29-03-2025,0.395134,71.782183,13.060897,0,32.17,196,5089,427.49,500,Remarketing_Brand_Campaign_03
1008,1.20E+17,30-03-2025,0.555367,43.594566,209.365869,0,52.28,290,7866,226.24,500,Remarketing_Brand_Campaign_03
1009,1.20E+17,31-03-2025,0.738014,135.852437,9.929595,0,49.35,202,7841,142.19,500,Remarketing_Brand_Campaign_03
1010,1.20E+17,01-04-2025,0.722139,141.415166,132.934514,0,20.61,111,3619,5145.47,500,Remarketing_Brand_Campaign_03
1011,1.20E+17,02-04-2025,0.62336,104.46132,113.640126,0,23.67,140,3961,756.96,500,Remarketing_Brand_Campaign_03
1012,1.20E+17,03-04-2025,0.352109,72.798621,173.095625,0,17.4,103,3169,109.02,500,Remarketing_Brand_Campaign_03
1013,1.20E+17,04-04-2025,0.623745,52.818621,7.065448,0,16.96,72,3181,171.47,500,Remarketing_Brand_Campaign_03
1014,1.20E+17,05-04-2025,0.558226,41.815348,57.279746,0,18.21,79,3438,150.67,500,Remarketing_Brand_Campaign_03
1015,1.20E+17,06-04-2025,0.366333,32.201896,25.893337,0,20.94,117,4213,0,500,Remarketing_Brand_Campaign_03
1016,1.20E+17,07-04-2025,0.808055,165.837416,127.836311,0,20.69,113,4042,59.35,500,Remarketing_Brand_Campaign_03
1017,1.20E+17,08-04-2025,0.499356,16.025406,5.055496,0,20.84,82,3619,296.93,500,Remarketing_Brand_Campaign_03
1018,1.20E+17,09-04-2025,1.12434,196.225137,195.420351,0,24.89,98,4076,0,500,Remarketing_Brand_Campaign_03
1019,1.20E+17,10-04-2025,1.792019,160.633545,52.093765,0,28.7,223,4356,5937.9,500,Remarketing_Brand_Campaign_03
1020,1.20E+17,11-04-2025,0.284894,100.972748,108.116145,0,28.68,264,4537,3922.79,500,Remarketing_Brand_Campaign_03
1021,1.20E+17,12-04-2025,0.373258,34.72228,162.94556,0,14.78,134,2315,1699.05,500,Remarketing_Brand_Campaign_03
1022,1.20E+17,13-04-2025,0.296256,28.932682,66.205301,0,25.2,212,4237,913.6,500,Remarketing_Brand_Campaign_03
1023,1.20E+17,14-04-2025,0.313186,17.300402,110.584559,0,27.56,218,4811,1608.31,500,Remarketing_Brand_Campaign_03
1024,1.20E+17,15-04-2025,0.375851,103.42773,19.948397,0,25.77,225,4774,1980.22,500,Remarketing_Brand_Campaign_03
1025,1.20E+17,16-04-2025,0.337982,72.093589,145.500292,0,22.76,176,4376,300.73,500,Remarketing_Brand_Campaign_03
1026,1.20E+17,17-04-2025,0.555297,92.330663,79.88513,0,24.25,171,4830,986.96,500,Remarketing_Brand_Campaign_03
1027,1.20E+17,18-04-2025,0.396463,65.404975,33.907945,0,24.98,159,4980,57.85,500,Remarketing_Brand_Campaign_03
1028,1.20E+17,19-04-2025,0.440571,36.651981,65.503392,0,24.42,157,4967,46.63,500,Remarketing_Brand_Campaign_03
1029,1.20E+17,20-04-2025,0.586065,46.445688,39.73576,0,28.01,161,5599,135.74,500,Remarketing_Brand_Campaign_03
1030,1.20E+17,21-04-2025,0.482145,136.993853,46.409629,0,37.44,228,7023,240.51,500,Remarketing_Brand_Campaign_03
1031,1.20E+17,22-04-2025,0.401711,122.504157,36.299758,0,49.949999,375,7478,5944.67,500,Remarketing_Brand_Campaign_03
1032,1.20E+17,23-04-2025,0.444614,57.56769,103.335114,0,51.61,320,8049,2454.04,500,Remarketing_Brand_Campaign_03
1033,1.20E+17,24-04-2025,1.391933,67.438031,11.101725,0,88.01,521,12278,1815.51,500,Remarketing_Brand_Campaign_03
1034,1.20E+17,25-04-2025,0.545873,103.194628,11.447813,0,94.44,454,12995,2330.68,500,Remarketing_Brand_Campaign_03
1035,1.20E+17,26-04-2025,0.902288,110.065444,111.556995,0,93.89,429,13353,862.67,500,Remarketing_Brand_Campaign_03
1036,1.20E+17,27-04-2025,1.471894,26.029385,50.239274,0,105.77,504,15396,1182.93,500,Remarketing_Brand_Campaign_03
1037,1.20E+17,28-04-2025,1.386733,84.824908,41.408366,0,103.93,410,15238,747.56,500,Remarketing_Brand_Campaign_03
1038,1.20E+17,29-04-2025,1.179552,246.39202,35.112394,0,128.22,489,17316,2073.63,500,Remarketing_Brand_Campaign_03
1039,1.20E+17,30-04-2025,1.674015,106.546769,10.077064,0,131.3,492,19325,1012.53,500,Remarketing_Brand_Campaign_03
1040,1.20E+17,01-05-2025,1.712203,81.119048,26.680657,0,76.51,257,11952,781.77,500,Remarketing_Brand_Campaign_03
1041,1.20E+17,02-05-2025,1.506229,126.949326,31.828633,0,67,207,10295,399.58,500,Remarketing_Brand_Campaign_03
1042,1.20E+17,03-05-2025,0.95848,86.472064,106.668944,0,64.33,198,10491,219.79,500,Remarketing_Brand_Campaign_03
1043,1.20E+17,04-05-2025,0.948046,107.806124,14.357745,0,74.86,233,11797,523.57,500,Remarketing_Brand_Campaign_03
1044,1.20E+17,05-05-2025,1.874141,102.805119,22.337172,0,73.16,162,10187,334.53,500,Remarketing_Brand_Campaign_03
1045,1.20E+17,06-05-2025,2.581918,96.887564,20.314627,0,69.52,188,10245,434.56,500,Remarketing_Brand_Campaign_03
1046,1.20E+17,07-05-2025,3.535596,118.612865,19.075771,0,69.11,179,10063,208.89,500,Remarketing_Brand_Campaign_03
1047,1.20E+17,08-05-2025,0.974438,132.304039,32.566996,0,92.45,470,11871,12576.85,500,Remarketing_Brand_Campaign_03
1048,1.20E+17,09-05-2025,0.908003,116.116873,13.660921,0,61.93,391,9817,3753.56,500,Remarketing_Brand_Campaign_03
1049,1.20E+17,10-05-2025,0.465798,36.450857,25.284639,0,46.66,377,7239,1482.38,500,Remarketing_Brand_Campaign_03
1050,1.20E+17,11-05-2025,0.560305,31.244487,17.937266,0,61.81,359,10255,1528.65,500,Remarketing_Brand_Campaign_03
1051,1.20E+17,12-05-2025,0.878501,63.69157,11.752411,10872,76.69,418,13112,1383.23,500,Remarketing_Brand_Campaign_03
1052,1.20E+17,13-05-2025,1.189115,130.609305,45.335931,9528,74.29,353,11374,1185.84,500,Remarketing_Brand_Campaign_03
1053,1.20E+17,14-05-2025,0.668316,111.404897,23.595687,10094,83.92,616,13066,10874.65,500,Remarketing_Brand_Campaign_03
1054,1.20E+17,15-05-2025,0.680122,101.550003,28.538416,8254,67.56,351,10505,2637.46,500,Remarketing_Brand_Campaign_03
1055,1.20E+17,16-05-2025,0.585202,86.123297,24.980293,7658,56.88,339,9760,1902.79,500,Remarketing_Brand_Campaign_03
1056,1.20E+17,17-05-2025,0.463619,51.188913,10.793078,9787,68.85,425,12145,2690.05,500,Remarketing_Brand_Campaign_03
1057,1.20E+17,18-05-2025,0.994729,110.951722,23.423538,9388,68.49,379,11930,1406.87,500,Remarketing_Brand_Campaign_03
1058,1.20E+17,19-05-2025,0.816615,61.332166,62.983389,9331,72.33,367,12757,1230.28,500,Remarketing_Brand_Campaign_03
1059,1.20E+17,20-05-2025,1.573455,104.547537,37.566151,11598,101.72,424,16846,1196.31,500,Remarketing_Brand_Campaign_03
1060,1.20E+17,21-05-2025,1.240022,118.703974,46.826204,12406,118.54,500,17486,1118.93,500,Remarketing_Brand_Campaign_03
1061,1.20E+17,22-05-2025,2.496207,227.861963,29.676228,9958,112.67,379,14763,981.78,500,Remarketing_Brand_Campaign_03
1062,1.20E+17,23-05-2025,3.541134,163.167718,26.19212,11142,112.57,316,15411,667.64,500,Remarketing_Brand_Campaign_03
1063,1.20E+17,24-05-2025,2.202557,153.314429,13.434638,11121,117.45,199,15145,501.36,500,Remarketing_Brand_Campaign_03
1064,1.20E+17,25-05-2025,3.817887,228.651495,53.029238,12005,123.64,260,16409,111.14,500,Remarketing_Brand_Campaign_03
1065,1.20E+17,26-05-2025,2.788096,197.542657,50.77722,2949,23.25,51,3837,0,500,Remarketing_Brand_Campaign_03
1066,1.20E+17,27-05-2025,2.225667,113.418628,15.63143,2669,20.18,45,3573,0,500,Remarketing_Brand_Campaign_03
1067,1.20E+17,28-05-2025,2.279571,111.134235,20.436485,2126,17.97,48,3086,0,500,Remarketing_Brand_Campaign_03
1068,1.20E+17,29-05-2025,1.926412,103.908035,139.030344,2255,20.15,56,3073,220.69,500,Remarketing_Brand_Campaign_03
1069,1.20E+17,30-05-2025,1.919359,122.76113,31.393204,2462,20.55,63,3304,84.91,500,Remarketing_Brand_Campaign_03
1070,1.20E+17,31-05-2025,0.827849,105.601158,9.169824,1893,17.23,53,2469,46.63,500,Remarketing_Brand_Campaign_03
1071,1.20E+17,01-06-2025,0.769154,78.305669,68.891288,2696,21.82,79,3499,140.73,500,Remarketing_Brand_Campaign_03
1072,1.20E+17,02-06-2025,0.795742,112.04649,12.027568,2769,23.09,97,3562,47.18,500,Remarketing_Brand_Campaign_03
1073,1.20E+17,03-06-2025,1.195282,134.861881,49.587287,4988,50.2,120,6558,46.63,500,Remarketing_Brand_Campaign_03
1074,1.20E+17,04-06-2025,1.798819,124.551711,11.730258,3432,33.37,65,4588,93.84,500,Remarketing_Brand_Campaign_03
1075,1.20E+17,05-06-2025,1.80109,112.952504,24.743778,3041,28.61,70,4023,109.97,500,Remarketing_Brand_Campaign_03
1076,1.20E+17,06-06-2025,2.155165,147.959018,17.681917,3044,28.800001,65,4041,0,500,Remarketing_Brand_Campaign_03
